year,km_driven,fuel,seller_type,transmission,owner,seats,mileage,engine_size,brake_horsepower,SalePrice
2013,50000,Diesel,Individual,Automatic,First Owner,5,11.74,2987,254.8,36000
2008,60000,Petrol,Individual,Manual,Second Owner,5,15.3,1596,99.6,2850
2007,210000,Diesel,Individual,Manual,Second Owner,8,12.8,2494,102,4650
2009,60000,Diesel,Individual,Automatic,Second Owner,5,16.07,1995,181,11000
2011,110000,Diesel,Individual,Manual,Second Owner,5,20.54,1598,103.6,3500
2017,35000,Petrol,Individual,Manual,First Owner,7,17.5,1373,91.1,6000
2017,35000,Petrol,Individual,Manual,First Owner,5,21.4,1197,83.1,5700
2016,20000,Petrol,Individual,Manual,First Owner,5,23.95,998,67.05,3250
2016,54000,Diesel,Individual,Automatic,First Owner,7,16,1997,140,9750
2015,60000,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.83,4800
2014,10300,Petrol,Individual,Manual,First Owner,5,22.74,796,47.3,1850
2015,50000,Diesel,Individual,Automatic,First Owner,5,17.01,1582,126.2,10500
2019,3000,Petrol,Individual,Manual,First Owner,5,21.01,1197,81.8,7600
2019,5000,Petrol,Individual,Manual,First Owner,5,18.78,999,75,5700
2018,13000,Petrol,Individual,Manual,First Owner,5,21.4,1197,83.1,7000
2015,30000,Petrol,Individual,Automatic,First Owner,5,15.63,1499,110.4,7750
2007,60000,Diesel,Individual,Automatic,Second Owner,5,14.49,2993,258,7500
2010,100000,Petrol,Individual,Manual,Second Owner,5,18,995,62,1400
2016,40000,Petrol,Individual,Manual,First Owner,5,22.74,796,47.3,2200
2017,50000,Petrol,Individual,Manual,Second Owner,5,18.6,1197,81.83,4400
2017,80000,Diesel,Individual,Manual,First Owner,5,21.19,1396,88.73,6500
2017,50000,Diesel,Individual,Automatic,First Owner,7,18.49,1493,100,6600
2012,125000,Diesel,Individual,Manual,Second Owner,5,21.43,1364,87.2,4150
2012,110000,Petrol,Individual,Manual,First Owner,5,19.81,1086,68.05,2250
2013,30000,Diesel,Individual,Manual,Second Owner,7,20.77,1248,88.76,6000
2014,148000,Diesel,Individual,Manual,Second Owner,7,20.77,1248,88.8,6200
2016,35000,Diesel,Individual,Manual,First Owner,7,18.49,1493,100,7500
2016,80000,Petrol,Individual,Manual,Second Owner,5,18.9,1197,82,4000
2005,110000,Petrol,Individual,Manual,First Owner,5,18.9,998,67.1,1100
2012,95000,Diesel,Individual,Manual,Second Owner,5,19.4,1405,70,1190
2015,25000,Diesel,Individual,Manual,First Owner,5,25.8,1498,98.6,6000
2014,60000,Diesel,Individual,Manual,Second Owner,5,23,1248,88.7,2800
2013,100000,Petrol,Individual,Manual,First Owner,5,15,1598,105,3750
2016,50000,Petrol,Individual,Manual,First Owner,7,19.44,1198,67,3500
2017,31000,Diesel,Individual,Manual,First Owner,5,25.4,1186,73.97,6200
2017,120000,Diesel,Individual,Manual,First Owner,5,26.59,1248,74,5700
2012,105000,Diesel,Individual,Manual,Second Owner,5,19.3,1248,73.9,2900
2016,120000,Diesel,Individual,Manual,First Owner,7,24.52,1248,88.5,7110
2012,60000,Diesel,Individual,Manual,First Owner,5,22.9,1248,74,3700
2020,15000,Petrol,Individual,Manual,First Owner,5,23.26,1197,88.5,5500
2013,150000,Petrol,Individual,Manual,Second Owner,5,18.6,1197,85.8,3250
2018,93000,Diesel,Individual,Manual,First Owner,5,27.4,1498,98.63,6700
2017,42000,Petrol,Individual,Manual,Second Owner,5,19.81,1086,68.05,3850
2008,80000,Petrol,Individual,Manual,Second Owner,5,17.92,1086,62.1,1149.99
2010,90000,Petrol,Individual,Manual,First Owner,5,17.92,1086,62.1,2000
2019,6500,Diesel,Individual,Automatic,First Owner,5,24.3,1248,88.5,8600
2018,60000,Diesel,Individual,Manual,First Owner,5,27.39,1248,74,6000
2016,110000,Petrol,Individual,Manual,First Owner,5,23.95,998,67.05,2650
2019,60000,Diesel,Individual,Manual,First Owner,5,25.1,1248,88.5,9000
2013,170000,Diesel,Individual,Manual,Third Owner,7,20.77,1248,88.76,6500
2004,220000,Petrol,Individual,Manual,Second Owner,4,16.1,796,37,700
2012,80000,Petrol,Individual,Manual,First Owner,5,22.74,796,47.3,1800
2013,57000,Petrol,Individual,Manual,First Owner,5,21.1,814,55.2,2000
2014,100000,Petrol,Individual,Manual,First Owner,5,19.81,1086,68.05,3000
2015,40000,Petrol,Individual,Manual,First Owner,5,17.01,1591,121.3,6500
2014,40000,Petrol,Individual,Manual,First Owner,5,22.74,796,47.3,2670
2014,90000,Petrol,Individual,Manual,Second Owner,5,18.9,1197,82,4000
2012,86000,Diesel,Individual,Manual,First Owner,8,14,2498,112,3100
2009,15000,Petrol,Individual,Manual,First Owner,4,26,624,35,700
2017,70000,Diesel,Individual,Manual,Second Owner,7,15.96,2523,62.1,6750
2013,120000,Petrol,Individual,Manual,First Owner,5,14.09,1596,99.6,3500
2014,80000,Petrol,Individual,Manual,Second Owner,5,23.95,998,67.05,2400
2014,80000,Diesel,Individual,Manual,Second Owner,5,19.09,1405,69.01,1850
2017,50000,Petrol,Individual,Manual,First Owner,5,21.1,814,55.2,2500
2009,100000,Petrol,Individual,Manual,First Owner,5,19.7,796,46.3,1350
2011,80000,Diesel,Individual,Manual,First Owner,5,22.32,1582,126.32,5000
2010,108957,Diesel,Individual,Manual,First Owner,7,13.93,2179,138,3000
2017,68000,Petrol,Individual,Manual,Second Owner,5,23.84,1199,84,3280
2015,65000,Diesel,Individual,Manual,First Owner,7,15.96,2523,62.1,5099.99
2015,110000,Diesel,Individual,Manual,Second Owner,8,14.02,2179,118.3,5750
2012,50000,Diesel,Individual,Manual,First Owner,8,12.2,2498,112,7000
2008,100000,Petrol,Individual,Manual,Third Owner,5,18.9,1061,67,1050
2008,80000,Petrol,Individual,Manual,Second Owner,4,16.1,796,37,600
2008,80000,Petrol,Individual,Manual,Third Owner,5,19.7,796,46.3,1129.99
2015,120000,Diesel,Individual,Manual,Second Owner,5,19.1,1405,70,2299.99
2012,150000,Diesel,Individual,Manual,First Owner,5,20,1399,68,3250
2017,20000,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.83,6500
2009,80000,Diesel,Individual,Manual,Second Owner,5,17,1405,70,850
2015,93000,Diesel,Individual,Manual,Second Owner,7,24.5,1498,98.6,5700
2015,134000,Diesel,Individual,Manual,First Owner,5,25.2,1248,74,5250
2013,90000,Petrol,Individual,Manual,Second Owner,5,18.5,1197,82.85,3500
2007,60000,Petrol,Individual,Manual,First Owner,5,16.6,1197,85,2500
2010,120000,Diesel,Individual,Manual,Second Owner,8,14,2489,95,3000
2017,30000,Diesel,Individual,Manual,First Owner,5,17.1,1956,170,13250
2017,22200,Diesel,Individual,Manual,First Owner,5,22.54,1396,88.73,6500
2018,6000,Petrol,Individual,Manual,First Owner,5,18.9,1197,81.86,5200
2016,32000,Petrol,Individual,Manual,First Owner,5,20.4,1197,81.8,5000
2016,90000,Petrol,Individual,Manual,First Owner,5,25.17,799,53.3,2200
2017,78000,Diesel,Individual,Manual,Third Owner,5,28.09,1248,88.5,6500
2017,12000,Petrol,Individual,Manual,First Owner,5,17.5,1199,88.7,8199.99
2016,120000,Diesel,Individual,Manual,First Owner,5,19.87,1461,83.8,6450
2015,40000,Diesel,Individual,Manual,First Owner,7,24.52,1248,88.5,7800
2008,110000,Petrol,Individual,Manual,Second Owner,5,17.7,1497,78,2150
2007,260000,Diesel,Individual,Manual,Third Owner,7,12.8,2494,102,6000
2011,10000,Petrol,Individual,Manual,First Owner,5,19.7,796,46.3,1149.99
2012,12000,Petrol,Individual,Manual,First Owner,5,16.84,1193,64.4,750
2011,60000,Petrol,Individual,Manual,First Owner,5,18.6,1199,79.4,1200
2016,41000,Petrol,Individual,Manual,First Owner,5,25.17,799,53.3,2500
2018,25000,Petrol,Individual,Manual,First Owner,8,16.8,796,34.2,2000
2015,30000,Petrol,Individual,Manual,First Owner,5,19.1,1197,82,3800
2018,50000,Diesel,Individual,Manual,First Owner,5,25.8,1498,98.6,5600
2018,10000,Petrol,Individual,Manual,First Owner,5,20.89,1197,81.8,5750
2017,40000,Diesel,Individual,Manual,First Owner,7,16.5,1493,70,6200
2012,120000,Diesel,Individual,Manual,First Owner,8,12.05,2179,120,5250
2017,40000,Diesel,Individual,Manual,First Owner,5,26.59,1248,74,6350
2016,80000,Diesel,Individual,Manual,First Owner,5,19.72,1461,108.45,6500
2001,42108,Petrol,Individual,Manual,First Owner,4,16.1,796,37,390
2017,70000,Diesel,Individual,Manual,Second Owner,5,25.83,1498,99,5500
2009,150000,Diesel,Individual,Manual,Third Owner,5,21.1,1248,73.9,1450
2007,100000,Diesel,Individual,Manual,Third Owner,5,16.1,1405,70,1300
2017,79000,Diesel,Dealer,Manual,First Owner,7,25.47,1248,88.5,8250
2015,91000,Diesel,Dealer,Automatic,Second Owner,7,12.55,2982,168.5,16500
2018,50000,Diesel,Dealer,Manual,First Owner,5,24.3,1248,88.5,8750
2016,81000,Diesel,Dealer,Manual,Second Owner,5,28.09,1248,88.5,6500
2014,51000,Diesel,Individual,Automatic,First Owner,5,14.74,2993,270.9,20000
2018,27000,Diesel,Dealer,Automatic,First Owner,5,17.05,1995,184,28500
2018,26000,Diesel,Dealer,Automatic,First Owner,5,15.73,1968,174.33,28000
2018,17100,Diesel,Dealer,Automatic,First Owner,5,22.48,1995,187.74,39000
2013,56000,Diesel,Dealer,Manual,First Owner,5,22.1,1248,74,2460
2013,60000,Diesel,Dealer,Manual,Second Owner,5,24.7,1498,98.63,3250
2019,22000,Petrol,Dealer,Automatic,First Owner,5,16,1368,160,14500
2017,30000,Petrol,Dealer,Automatic,First Owner,7,15.4,1497,117.3,8500
2015,43001,Diesel,Dealer,Manual,First Owner,5,22.27,1498,108.6,5600
2015,60000,Diesel,Dealer,Manual,First Owner,7,25.47,1248,88.5,5750
2019,9000,Petrol,Dealer,Automatic,First Owner,5,21.63,998,67.04,4700
2014,65000,Diesel,Dealer,Manual,First Owner,5,19.09,1405,69.01,2210
2014,95000,Diesel,Dealer,Manual,First Owner,8,12.99,2494,100.6,6800
2013,62000,Diesel,Dealer,Manual,First Owner,7,13.1,2499,141,7000
2016,48000,Diesel,Dealer,Automatic,First Owner,5,9,1984,181,19500
2015,72000,Diesel,Dealer,Automatic,First Owner,5,17.01,1582,126.2,8750
2017,35000,Diesel,Individual,Manual,Third Owner,5,22,1582,126.2,8500
2013,100600,Diesel,Individual,Manual,Third Owner,5,20.46,1461,83.8,5500
2013,105000,Diesel,Individual,Manual,Third Owner,5,23.4,1248,74,4800
2017,90000,Diesel,Individual,Manual,First Owner,7,15.4,2179,120,10500
2016,92385,Diesel,Individual,Manual,First Owner,7,15.96,2523,62.1,6310
2015,25000,Petrol,Individual,Manual,First Owner,4,25.4,624,37.5,1650
2010,60000,Petrol,Individual,Manual,Second Owner,5,21.1,1197,85.8,3200
2012,100000,Petrol,Individual,Manual,Second Owner,5,18.5,1197,85.8,3600
2006,25000,Petrol,Individual,Manual,Third Owner,5,13,1795,127,1750
2016,120000,Diesel,Individual,Manual,First Owner,5,22.54,1396,88.73,7250
2014,185000,Diesel,Individual,Manual,Third Owner,5,19.5,1248,75,2800
2011,134000,Diesel,Individual,Manual,Second Owner,5,22.07,1199,73.9,3250
2014,120000,Diesel,Individual,Manual,Third Owner,5,20,1399,68.05,3200
2018,120000,Petrol,Individual,Manual,First Owner,5,18.9,1197,81.86,5000
2014,165000,Diesel,Individual,Manual,Second Owner,7,15.1,2179,140,8250
2016,120000,Diesel,Individual,Manual,Third Owner,5,23.2,1248,73.94,3500
2011,89000,Diesel,Individual,Manual,First Owner,5,23,1396,90,4700
2009,120000,Diesel,Individual,Manual,Third Owner,5,19.2,1461,65,1250
2006,120000,Petrol,Individual,Automatic,First Owner,5,13.1,1795,127,1400
2013,50000,Diesel,Individual,Manual,First Owner,5,25.8,1498,98.6,4849.99
2018,15000,Petrol,Individual,Manual,First Owner,5,24.7,796,47.3,3080
2019,13000,Petrol,Individual,Manual,First Owner,5,18.9,1197,81.86,5700
2010,240000,Diesel,Individual,Manual,First Owner,7,11.5,2982,171,9000
2017,45000,Diesel,Individual,Manual,First Owner,5,16.3,1956,170,18000
2018,28000,Petrol,Individual,Automatic,First Owner,5,21.21,1197,81.8,6800
2017,70000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74.02,7000
2011,116000,Diesel,Individual,Manual,First Owner,7,14,2498,112,2400
2014,90000,Petrol,Individual,Manual,First Owner,5,21.1,814,55.2,2800
2010,120000,Diesel,Individual,Manual,Second Owner,5,17,1405,71,1250
2015,50000,Petrol,Individual,Manual,Second Owner,5,20.4,1197,83.11,4349.99
2015,120000,Diesel,Individual,Manual,First Owner,7,12.99,2494,100.6,10500
2013,72500,Diesel,Individual,Automatic,Second Owner,5,23.3,1984,150,12000
2013,120000,Diesel,Individual,Manual,Second Owner,5,20.54,1598,103.6,4000
2014,120000,Diesel,Individual,Manual,First Owner,7,15.1,2179,140,8500
2014,83000,Diesel,Individual,Manual,Second Owner,5,22.54,1396,88.73,4750
2003,40000,Petrol,Individual,Manual,Third Owner,5,14.2,1597,92,1500
2018,46000,Diesel,Individual,Manual,First Owner,7,14.24,2755,174.5,29000
2015,137000,Diesel,Individual,Manual,First Owner,7,12.99,2494,100.6,11000
2017,25000,Petrol,Individual,Manual,Second Owner,5,24.7,796,47.3,2850
2018,50000,Diesel,Individual,Manual,First Owner,5,24,1186,73.97,6500
2012,60000,Petrol,Individual,Manual,First Owner,5,19,998,66.1,2750
2000,100000,Petrol,Individual,Manual,Second Owner,4,16.1,796,37,600
2011,105000,Diesel,Individual,Manual,Second Owner,5,19.2,1461,65,2299.99
2015,20000,Petrol,Individual,Manual,First Owner,5,23.95,998,67.05,3000
2016,50000,Diesel,Individual,Manual,First Owner,7,24.52,1248,88.5,9400
2015,120000,Diesel,Individual,Manual,Second Owner,5,26.21,1248,88.5,6000
2017,70000,Diesel,Individual,Manual,First Owner,5,27.39,1248,74,8000
2017,90000,Diesel,Individual,Manual,Second Owner,5,22.71,1461,84.8,5800
2018,75000,Petrol,Individual,Manual,First Owner,5,20.3,1199,84,4500
2011,82500,Diesel,Individual,Manual,Second Owner,5,16.52,1991,123.7,2900
2014,110000,Diesel,Individual,Manual,First Owner,5,25.8,1498,98.6,5300
2019,20000,Diesel,Individual,Manual,First Owner,5,24,1396,88.76,9600
2009,110000,Petrol,Individual,Manual,Third Owner,5,17,1497,118,2900
2008,100000,Diesel,Individual,Manual,First Owner,5,14.8,1998,68,1600
2017,52000,Petrol,Individual,Manual,First Owner,5,21.63,998,67,4000
2017,90000,Diesel,Individual,Manual,First Owner,5,24.3,1248,88.5,7000
2012,90000,Diesel,Individual,Manual,First Owner,5,20.54,1598,103.6,3610
2013,53000,Diesel,Individual,Manual,Second Owner,5,21.9,1396,88.76,3900
2012,180000,Diesel,Individual,Manual,First Owner,5,18.4,1248,75,2000
2013,53000,Diesel,Individual,Manual,Second Owner,5,21.9,1396,88.76,3900
2013,53000,Diesel,Individual,Manual,First Owner,5,22.9,1248,74,5000
2011,50600,Petrol,Individual,Manual,First Owner,5,19.7,796,46.3,2000
2015,110000,Diesel,Individual,Manual,First Owner,7,14.1,2179,147.94,5030
2017,32000,Diesel,Dealer,Manual,First Owner,5,24.3,1248,88.5,7750
2018,5000,Diesel,Individual,Manual,First Owner,5,24.3,1248,88.5,7500
2018,25000,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.83,5700
2016,30000,Petrol,Individual,Manual,First Owner,5,18.7,1199,88.7,4849.99
2017,43000,Petrol,Dealer,Manual,First Owner,7,15.4,1497,117.3,7000
2012,60000,Petrol,Dealer,Manual,First Owner,5,17.7,1497,113.42,4150
2014,54000,Diesel,Dealer,Manual,First Owner,5,23,1498,98.96,4849.99
2016,52000,Diesel,Individual,Manual,First Owner,5,23.65,1248,88.5,6750
2015,50000,Petrol,Individual,Manual,First Owner,5,15.85,1499,110.4,6800
2013,52000,Petrol,Dealer,Manual,First Owner,5,24.7,796,47.3,2350
2018,15000,Diesel,Individual,Manual,First Owner,7,15.1,2179,152.87,17000
2015,50000,Diesel,Individual,Automatic,Second Owner,7,16,2179,140,12000
2014,56000,Diesel,Individual,Manual,Second Owner,5,25.1,1498,98.6,6300
2018,82000,Diesel,Individual,Manual,First Owner,5,25.83,1498,99,6400
2014,121000,Petrol,Dealer,Manual,First Owner,5,19.1,1197,82,3550
2012,101903,Diesel,Individual,Manual,Second Owner,8,12.05,2179,120,5600
2018,120000,Diesel,Individual,Manual,First Owner,5,23.4,1248,74,5800
2010,85568,Diesel,Dealer,Manual,First Owner,5,18.5,1399,68,1850
2019,10000,Petrol,Individual,Automatic,First Owner,5,21.4,1197,83.1,6600
2014,10000,Petrol,Individual,Manual,First Owner,5,20.3,998,68.05,2200
2007,60000,Petrol,Individual,Manual,Fourth & Above Owner,5,17.92,1086,62.1,1500
2011,80000,Diesel,Individual,Manual,Second Owner,5,13.5,2179,115,4849.99
2019,10000,Petrol,Individual,Manual,First Owner,5,21.21,1197,81.8,5099.99
2014,60000,Diesel,Individual,Manual,First Owner,7,15.96,2523,62.1,5150
2014,42000,Petrol,Individual,Automatic,First Owner,5,11.9,1595,120.7,12500
2014,50000,Diesel,Individual,Manual,Fourth & Above Owner,8,18.2,1248,73.8,3500
2018,11500,Petrol,Individual,Manual,First Owner,5,23.95,998,67.05,3750
2019,15000,Diesel,Individual,Manual,First Owner,5,22.1,1396,88.7,9500
2015,32000,Diesel,Individual,Manual,First Owner,5,26.59,1248,74,6150
2011,50000,Petrol,Individual,Manual,First Owner,5,18.6,1197,85.8,2750
2020,5000,Diesel,Individual,Automatic,First Owner,7,13.38,2993,265,72000
2017,10000,Petrol,Individual,Manual,First Owner,5,15.37,1196,73,4000
2019,15000,Diesel,Individual,Manual,First Owner,5,25.1,1248,88.5,9300
2012,100000,Petrol,Individual,Manual,First Owner,5,19.1,1197,85.8,3100
2016,25000,Diesel,Individual,Manual,Second Owner,7,13.68,2393,147.8,16700
2013,70000,Diesel,Individual,Manual,Second Owner,5,23.4,1248,74,3560
2013,32000,Petrol,Individual,Manual,First Owner,5,16.8,1497,116.3,5000
2018,35000,Petrol,Individual,Manual,Second Owner,5,23.84,1199,84,4099.99
2019,50000,Diesel,Individual,Manual,First Owner,5,24.3,1248,88.5,9800
2005,100000,Diesel,Individual,Manual,Second Owner,7,13.6,2523,63,1500
2019,3100,Petrol,Individual,Automatic,First Owner,5,18.2,1199,88.7,7500
2013,60000,Petrol,Individual,Automatic,First Owner,5,13.7,1798,157.75,5000
2013,170000,Diesel,Individual,Manual,First Owner,5,22.9,1248,74,3550
2011,50000,Diesel,Individual,Manual,Second Owner,5,17,1405,71,2000
2008,120000,Diesel,Individual,Manual,Second Owner,8,12.8,2494,102,3700
2015,20000,Petrol,Individual,Manual,First Owner,5,19.1,1197,82,4500
2015,10000,Petrol,Individual,Manual,First Owner,5,18.9,1197,82,4860
2011,120000,Diesel,Individual,Manual,First Owner,5,21.5,1248,88.8,2420
2018,25000,Petrol,Individual,Manual,First Owner,5,18.9,1197,81.86,5800
2014,130000,Diesel,Individual,Manual,Second Owner,5,22.77,1498,98.59,5000
2013,40000,Diesel,Individual,Manual,First Owner,7,17.21,1493,100,3000
2016,60000,Diesel,Individual,Manual,First Owner,7,18.06,2523,63,7100
2012,70000,Diesel,Individual,Manual,Third Owner,5,20.86,1199,75,2200
2020,1000,Petrol,Individual,Automatic,First Owner,5,21.21,1197,81.8,6540
2019,10000,Petrol,Individual,Automatic,First Owner,5,14.84,1598,103.2,8350
2010,47000,Petrol,Individual,Manual,First Owner,5,15.3,1596,101,2500
2019,18000,Petrol,Individual,Manual,First Owner,5,21.21,1197,81.8,6000
2016,60000,Petrol,Individual,Manual,First Owner,5,20.85,1197,83.14,4599.99
2018,20000,Petrol,Individual,Manual,First Owner,5,23.01,999,67,2750
2017,60000,Petrol,Individual,Manual,First Owner,5,18.16,1196,86.8,4080
2018,25000,Diesel,Individual,Manual,First Owner,7,15.1,2179,152.87,12000
2014,52000,Petrol,Individual,Manual,First Owner,5,19.1,1197,81.86,3750
2006,44000,Petrol,Individual,Manual,First Owner,5,19.7,796,46.3,945
2011,17000,Petrol,Individual,Manual,First Owner,5,16.47,1198,73.9,3000
2009,35000,Petrol,Individual,Manual,First Owner,5,17,1497,118,3500
2011,120000,Diesel,Individual,Manual,Third Owner,7,11.5,2982,171,9750
2015,100000,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.83,6000
2014,300000,Diesel,Individual,Manual,Second Owner,7,12.99,2494,100.6,7000
2017,90000,Diesel,Individual,Manual,First Owner,7,16.5,1493,70,6400
2017,186000,Diesel,Individual,Manual,First Owner,5,19.67,1582,126.2,11100
2014,79000,Diesel,Individual,Manual,Second Owner,7,20.77,1248,88.76,5700
2010,120000,Diesel,Individual,Manual,First Owner,7,12.8,2494,102,4519.99
2016,59300,Petrol,Individual,Manual,First Owner,5,25.17,799,53.3,2400
2014,120000,Diesel,Individual,Manual,First Owner,7,15.4,2523,75,6800
2015,60000,Diesel,Individual,Manual,First Owner,5,22.95,1248,74,3500
2012,60000,Petrol,Individual,Manual,Third Owner,5,15.04,1598,103.6,3600
2010,80000,Petrol,Individual,Manual,Second Owner,5,15.6,1196,70,2500
2019,11500,Petrol,Individual,Manual,First Owner,5,21.21,1197,81.8,5500
2012,56000,Petrol,Individual,Manual,First Owner,5,21.1,814,55.2,1800
2016,68000,Diesel,Individual,Manual,First Owner,5,27.3,1498,98.6,4250
2019,25000,Petrol,Individual,Manual,First Owner,5,23.84,1199,84,4099.99
2018,25000,Petrol,Individual,Manual,First Owner,5,23.84,1199,84,4389.99
2014,100000,Petrol,Individual,Manual,First Owner,5,19.49,1198,67.04,2250
2017,95000,Diesel,Individual,Manual,First Owner,9,15.96,2523,63,5800
2008,100000,Petrol,Individual,Manual,First Owner,5,17.5,1298,85.8,2000
2013,47000,Diesel,Individual,Manual,First Owner,5,20.3,1248,75,2500
2011,175000,Diesel,Individual,Manual,Second Owner,5,21.1,1248,73.9,1700
2010,60000,Petrol,Individual,Manual,Second Owner,5,17.5,1197,85.8,3000
2005,300000,Diesel,Individual,Manual,Third Owner,7,13.6,2523,63,1600
2014,150000,Diesel,Individual,Manual,Third Owner,5,23.4,1248,74,4099.99
2012,110000,Diesel,Individual,Manual,Third Owner,5,23,1396,90,3500
2019,25000,Petrol,Individual,Manual,First Owner,5,25.17,799,53.3,3100
2010,95000,Petrol,Individual,Manual,Third Owner,5,19.7,796,46.3,1350
2010,100000,Diesel,Individual,Manual,First Owner,5,21.1,1248,73.9,2200
2017,20000,Petrol,Individual,Manual,First Owner,5,18.9,1197,81.86,5700
